id,articleType,status,text,normalArticleReplyCount,createdAt,updatedAt,lastRequestedAt,userIdsha256,appId,references
37pxf9o3z4awz,TEXT,NORMAL,"《【中選會】完全不獨立，也完全不中立！？》

【中選會】竟然公然作弊，偏袒「行政院」出奧步！

【中選會】未仔細審核，就按照「行政院意見說明」裡的 “誤導公投案結論” 而公告了『公投』編號第12號的「愛家公投案」主文文字意義！

【原案】主文內容為：
「你是否同意以《民法婚姻規定以外之其他形式》來保護同性別兩人經營永久共同生活的權益？」

經行政院說明後竟變成：
「本案若獲通過。。。《將進行同性婚姻相關法規修正工作並送立法院議決》！」


「幸福盟」不滿「愛家公投」文字含意遭修改扭曲，要求【中選會】道歉、回收公報！

這是『全民公投』，不是區區「行政院」可以擅自訂定「公投結論」的，何況就是因「施政錯誤」才會引發人民要訴諸『公投』來表達全民訴求，這是「民主」的最高民意直接表達，所以「行政院」無權藉此置入任何企圖 “誤導” 的文字。

https://tw.appledaily.com/new/realtime/20181113/1465371/?utm_source=line&utm_medium=messenger&utm_campaign=twad_article_share&utm_content=share_link

【中選會】未審慎審核「行政院」所送交的 “說明意見書” 內容，即照原樣編入『公投公告』為內文，實有失公允、未盡公正。
",1,2018-11-15T09:52:57.593Z,2018-11-15T09:52:57.593Z,2018-11-15T09:52:57.617Z,3be07b53081c599d6eaac410e8a887410b3c96394912e152244b0f13840c084c,RUMORS_LINE_BOT,LINE
1vwi5qv2c8u07,TEXT,NORMAL,"(fire)政府應落實12案公投：不改變婚姻定義，立同性生活法
　
請各位愛家朋友注意，《同性共同生活法》的名稱來自公投主文，第12案公投不是「同性婚姻」專法公投！從公投主文到理由書，「同性婚姻」這四個字從頭到尾都沒有出現，且公投理由書中也提到，大法官第748號解釋並沒有要求必須用「婚姻」的名稱保障同性生活權益，用「非婚姻制度」也能滿足同性共同生活法制化的需求。
　
在12案公投通過後，政府應儘速依公投主文制定《同性共同生活法》（非婚姻制度），而不是制定改變一男一女婚姻定義的專法。

【請分享訊息  長按此訊息轉傳】
(gift)加入幸福盟Line  掌握愛家公投後續動向
http://bit.ly/2GR0WEr",1,2018-12-11T15:38:24.270Z,2018-12-11T15:38:24.270Z,2018-12-13T12:45:12.867Z,128388fe6775c7e0c70bfb10c207ac659840249ad07a4bf3f1d1b36b5fdf4d3b,RUMORS_LINE_BOT,LINE
29xcasw6f12n5,TEXT,NORMAL,"我打電話到「下一代幸福聯盟協會」電話0223910366，回答仍然要維持蓋(同意),否則會根據2017年大法官釋字第748號結果，若釋憲後兩年內無相關立法，屆時明年同性婚姻將可直接適用於民法，但要以何種形式保障同婚權益大法官表示，此屬於立法形式的範圍。
所以「12」案號新傳訊息不同意要改為「同意」！",1,2018-11-16T12:59:13.489Z,2018-11-16T12:59:13.489Z,2018-11-16T12:59:13.529Z,caba20290605c1f1613748ec450a6d0930bd6e2c9c8d8ca38f183f587b941296,RUMORS_LINE_BOT,LINE
35ilnld7x0osk,TEXT,NORMAL,"早安 2018年11月15日(四) 衛 福 部 每 日 輿 情 摘 要 如 下:
長照：
一、	聯合A10：無業男弒病父 自稱「社會悲歌」 70歲父親患多重慢性病 但可自理生活 他餵食安眠藥後注射10倍胰島素 向警自首被收押。
二、	自由A11：長照悲劇...詢問未回應 認為父默許 子注藥弒父被收押。
三、	中時A11：不堪長照壓力 子弒病父收押。
蘋果西打：
一、	中時A11：蘋果西打變質 重罰100萬元。
干貝：
一、	中時A11：劣干貝充高檔賣 2.5噸下肚。
二、	自由A8：偽造安全認證標章 冒充高價日本干貝。
抗生素：
一、	聯合A8：國家級把關 迎戰抗生素危機。
二、	聯合A8：抗生素抗藥性 威脅公衛防線 國內醫學中心加護病房 七種常見細菌抗藥性增加死亡率、醫療成本恐上升。
三、	聯合A8：加強感控 引進抗生素新藥。
四、	聯合A8：如何自保？ 醫師：不求速效 規律用藥。
其他：
一、	聯合A7：除了美味跟熱量…看透火鍋的祕密。
二、	自由A11：男家顧者較少求援 別忘了喘息服務。
CDC
抗生素：
一、     抗生素抗藥性 威脅公衛防線  (聯合 論壇A8版頭)
二、     國家級把關 迎戰抗生素危機  (聯合 論壇A8)
三、     加強感控 引進抗生素新藥  (聯合 論壇A8)
四、     醫師：不求速效 規律用藥  (聯合 論壇A8) 
登革熱：
一、     高雄首爆第4型本土登革熱  (中華 杏林焦點B1) 
疾管署：
一、     開放男同志捐血？疾管署：規定未改變  (新生 聚焦9) 
非洲豬瘟：
一、     蝦皮已全面下架中國豬肉製品  (聯合  A1)
二、     蝦皮已全面下架中國豬肉製品  (蘋果  A1)
三、     蝦皮已全面下架中國豬肉製品  (自由  A1)
四、     蝦皮已全面下架中國豬肉製品  (中時  A1) 
輿情中心- 本部公關室",1,2018-11-15T23:31:52.475Z,2018-11-15T23:31:52.475Z,2018-11-15T23:31:52.517Z,528738013d8bdf15faad42fd5c6758ff2b3347d175c5c741f74c696422efa187,RUMORS_LINE_BOT,LINE
1068f9xln8d0q,TEXT,NORMAL,"李天柱「同性戀滅絕人類」 爆同婚比木馬程式更毒 #LINETODAY

https://today.line.me/TW/article/kL8eMq?utm_source=lineshare",2,2018-09-24T12:51:40.971Z,2018-09-24T12:51:40.971Z,2018-09-24T12:51:40.998Z,128388fe6775c7e0c70bfb10c207ac659840249ad07a4bf3f1d1b36b5fdf4d3b,RUMORS_LINE_BOT,LINE
1ek0626j2ot1g,TEXT,NORMAL,"Starbucks (星巴克)已宣佈： 同性戀是星巴克公司的核心價值， 顧客每買一杯飲品的部份資金都會用作支持同性婚姻活動。 而星巴克是一直使用： 希臘神話中不穿衣服，有兩條尾巴的美人魚， 對於水手們充滿著性誘惑力的邪神塞倫（Siren）為品牌 LOGO， 身為基督徒的你，請光顧別的咖啡店， 拒絕光顧星巴克， 不要讓自己使用印有邪神塞倫標誌包裝的飲品/食品， 請不要以金錢支持同性婚姻。 請拒絕「栽種邪惡」。
謝謝轉發
～星巴克會把生意額，每10元 撥出 1元 支持同性戀者事項。

如同歐蕾支持撒旦教!  (拒買!)",1,2018-08-03T14:54:56.026Z,2018-08-03T14:54:56.026Z,2018-08-05T09:43:31.535Z,7fdaecad8b649fae8b217165094ac801dc1600121ae0a416031e811dbe4b170e,RUMORS_LINE_BOT,LINE
27u8jl5jr43xx,TEXT,NORMAL,"(#)如何講解11/24投「同意」票。

❶要記得11/24縣市里長選舉同一天，這階段要500萬票，跟鄰居說只要年滿18歲以上，不管有沒有寫過連署書都可以投票。

❷投完縣、市、議、里長選舉票後，記得再領公投票。

❸公投三案要蓋【同意】的引導說明：
※要拿連署書說明，邊唸邊用筆圈【】這些字。
（1）你是否【同意】【婚姻】應是【一男一女】?

（2）你是否【同意】【國小國中】【不應】教【同志教育】?

（3）你是否【同意】用【其他形式】給【同性別二人】【保障權益】?
(右)一題一題問，通常你這樣問完，對方會回答：「同意」。
你就說：對，記得要蓋「同意」。

※很重要：記得拿公投票蓋【同意】、記得拿公投票蓋【同意】、記得拿公投票蓋【同意】
                                
❹對年長者的輔助說法：
①支持「一男一女婚姻」(右)國家才興旺
②「國中小不教同志教育」(右)現在課本教同性戀、性放縱、多元情慾(男變女、女變男)混亂孩子的性別，不要讓你的兒子(孫子)變女生。 
③「同志朋友另外保障」(右)不同族群不同保障。

❻請他11/24選完議員、里長後，要記得主動向票務人員拿愛家三個公投（一定要解釋主文）的投票單，並蓋【同意】。
",1,2018-09-13T12:54:33.999Z,2018-09-13T12:54:33.999Z,2018-09-13T12:54:34.019Z,689ee63a1610a644473617711b723bbe191020162f8ef035f4e0a8dfcccbc439,RUMORS_LINE_BOT,LINE
35j0pzp9m5kyf,TEXT,NORMAL,"＋1, 為何同志團體、特定企業、官員都要推動同婚合法化？原因....天下熙熙，皆為利來；天下壤壤，皆為利往....大家都在追求自己的利...
1) 少數強勢假自由之名，霸凌沉默弱勢多數...(合法後外國同志可同享公費健保愛滋醫療給付)
2) 政治人物假自由之名，得名且得利....可號稱亞洲第一，名利加身，自己的金主財團製藥業可得利
3) 台灣是全球少數國家醫療資源不排除愛滋患者的國家之一......愛滋藥很貴，愛滋療程很漫長.....健保局統計資料顯示，平均每位愛滋患者耗費健保數額約一般病患的100倍
4) 專攻愛滋治療市場的中裕新藥(前宇昌生技), 當年創辦人有列蔡英文(當然現在查股東不會看到蔡XX)，其母公司是潤泰集團......製造業關說推動此案，可擴大愛滋用藥人數的分母

從同志、製造業、官員、當前健保規定....去思考，就可猜想為何他們都要推同婚合法化....一切都是利益出發",1,2018-07-30T00:17:21.972Z,2018-07-30T00:17:21.972Z,2018-07-30T00:17:21.989Z,4e54f55629f67d4ac16d9586ce373653e2ea97a052af8de060e3d1738871c89a,RUMORS_LINE_BOT,LINE
3fbssdv7iynfx,TEXT,NORMAL,"最新順口溜……
 “台灣之光”

蔡英文執政造就許多《台灣之光》

陸客跑光
經濟倆光
錢沾撒光
財政花光
口水噴光
誠信砍光
外交斷光
籌碼玩光
國土送光
同婚脱光
企業走光
前途無光
最後
脱褲賠光
台灣迴光

蔡英文上任後漲的東西 

房屋稅漲
地價稅漲
勞保漲
健保漲
掛號費漲
菸稅漲
檳榔漲
紹興漲
陳紹漲
黃酒漲
花雕漲
龍鳳漲 
郵資漲
火車票漲
教科書漲
空污費漲
牛奶漲
電價漲
自助餐漲
國籍規費漲
普拿疼漲
白花油漲
故宮博物院門票漲
便利商店土司漲
便利商店飯團漲
衛生紙漲
手搖飲漲,
胖老爹炸雞漲
麥當勞漲
壽喜燒漲
千葉火鍋漲
雞排漲
比勝客Pizza漲
便利商店咖啡漲
金十字胃腸藥漲
張國周強胃散漲
普拿疼酸痛藥布漲
明通治痛單漲
綠油精漲
國安感冒藥漲
駕訓班漲
星巴克三明治漲
國賓威秀電影票漲",1,2018-04-04T22:34:02.503Z,2018-04-04T22:34:02.503Z,2018-04-04T22:34:02.516Z,1be6ed761b2bec796f3218b85d1515fc07bd355ece8198f07eeaab64a7201cf6,RUMORS_LINE_BOT,LINE
1vqig47fv9mkx,TEXT,NORMAL,"開放男同志捐血護家盟崩潰批衛福部「收好處」淪陷- 生活- 自由時報電子報
m.ltn.com.tw › news › life › breakingnews
2018年1月23日 - 對此，反同團體護家盟也提出抗議。綜合媒體報導，護家盟指出，同志、男同性戀者屬高危險族群，不解為何要開放捐血， 受血 ...",1,2018-06-20T09:45:20.658Z,2018-06-20T09:45:20.658Z,2018-06-20T09:45:20.670Z,0b7ca1bb31f1eb9fadd96f1b9f01c64421c5379a2ea80fbc577c243287cc8f03,RUMORS_LINE_BOT,LINE
jk66d15493c3,TEXT,NORMAL,"😱緊急通告😱
這不是假新聞、而是千真萬確緊急新聞……由綠營公視台6/14下午5點40分播出

民進黨綠蛆内閣衛福部即將通過~五年内沒有肛交之男男同志及吸毒者、將取消捐血限制！！！
意謂著台灣230O萬不管男女老少將陷入AIDS愛滋病及C型肝炎被傳染之高風險。
這些愚蠢政客、無能政府竟己經通過並將公告執行之。

全國人民請立即要求各地方立委、衛福分支機構嚴正要求阻止實施、禁止男男同志及吸毒者一律禁止捐血！請即廣傳出去、立即要求阻止及禁止、否則你和家人有可能無端變成愛滋病及C肝病患。

☠這不是假新聞、而是衛福部將執行的新法☠",1,2018-07-30T16:22:49.163Z,2018-07-30T16:22:49.163Z,2018-07-30T16:22:49.188Z,473623f876075c705696c1ebc08c008156132fce3b70e8fc1ec5d02bf3999823,RUMORS_LINE_BOT,LINE
14mzj5e942x83,TEXT,NORMAL,"我認同同性戀  但是很抱歉 這次公投我不能支持

第一  台灣的健保資源很珍貴  健保的負債一年比一年龐大 同性戀婚姻合法後 外籍同性戀配偶若是有愛滋病 可以使用台灣健保資源去治療  一個愛滋病個案所需要的醫療成本非常龐大  對於真正需要醫療幫助的台灣人不公平

第二  我的孩子需要的性平教育不是從國小就教他們同性戀的性愛體位 不是告訴他們你也能成為同性戀  更不是告訴他們同性戀也是一個選擇  真正的性平教育是教育他們去尊重跟我們不一樣的人  去尊重別人的選擇 去尊重別人的愛跟世俗的定義不一樣  然後現在公投還沒過  國小課本上竟然印上同性戀網站的網址？ 哈囉 有事嗎？！

第三  同性戀的性平教育不應該出現在國小國中  國小還搞不清楚性別是什麼 國小的教育應該是教不要讓別人碰觸到自己的身體 不是介紹生殖器  而國中對性充滿好奇  要教育的應該是安全性行為  還有現在的年紀不適合發生性行為  不該是同性戀性愛體位   還有約炮網站  性平教育的宗旨不是要教育他們尊重嗎？ 結果同性戀教育像邪教一樣在校園無孔不入  

第四  公投選項「支持或反對婚姻制度一男一女」太籠統了  為了支持同性戀婚姻  我若是選擇反對婚姻一男一女制度 那背後的意思是我認同「兩女一男」「兩男一女」還是「一狗一人」呢？ 同性戀婚姻合法不是不行  但是配套措施請拿出來可以嗎？

我不會讓我的孩子接受這種教育",1,2018-11-14T15:23:25.574Z,2018-11-14T15:23:25.574Z,2018-11-14T15:23:25.627Z,8452c3f999a45cc23c37d647f967bc6b1c1c2efee13525eddc3b9e1a3fa40b0f,RUMORS_LINE_BOT,LINE
122aai9hc5h0y,TEXT,NORMAL,"同性婚姻對家庭、子女及社會可能產生的負面影響
本文以西方社會科學領域的學術研究為根據，分別從「家庭結構」、「子女福祉」、「社會秩序」，說明同性婚姻對家庭、子女及社會可能產生的負面效應。

壹、家庭結構
一、母性相妒相爭，不利養育孩童與雙方關係。

有些研究發現，單一性別之兩個人在家庭結構上發揮的角色，互補功能比較低。例如女同志的婚姻讓兩個母親養育孩子，卻造成兩個母親彼此嫉妒競爭（Chrisp, 2001；Gartrell at al., 2000），基於母性特質照顧孩子卻衍生出競爭關係，是同志家庭無法穩固的原因之一。

二、子女缺少兩性平衡之角色典範。

研究顯示異性戀父母家庭的孩童，所表現的性別差異比同志家庭的孩童來得明顯。而且研究顯示女同志家庭的男孩，因缺乏男性角色模範，而比其他種類家庭（男同志家庭、單親家庭……）的男孩更少表現男子氣概，反而因耳濡目染而出現女性特質（Goldberg, Kashy,& Smith, 2012），這是同志家庭無法兼顧男女平衡結構的結果。

三、同志彼此忠誠度不夠，難委身於長期關係，家庭結構脆弱。

同志的感情關係不穩定，進入婚姻後，家庭結構也比較脆弱。研究顯示孩子在穩定的婚姻關係下成長比較好（Brown, 2004），不穩定與不確定的家庭會傷害孩子（Cherlin, 2009）。2003-2004年Gay/Lesbian Consumer Online Census網路問卷調查7,862名同志，其中42%的同志承諾關係（結婚或同居）維持不足四年，71%不到八年，只有9%超過16年（關啟文，2013）。造成同志伴侶穩定度不高的原因，可能是同性伴侶的關係不受家庭、文化及制度支持，退出關係時也沒有阻礙（Biblarz & Stacey, 2010），形成合則來、不合則去的現象。

貳、子女福祉
一、同志婚姻關係不穩，導致收養子女的學業表現不佳。

研究發現在數學方面，同志婚姻收養的孩子比起異性父母家庭的孩子，成績比較差。很多研究也確實顯示同志、單親或隔代教養的孩子，表現不如父母關係穩定的孩子。但是這並不是因為家庭結構的關係，而是因為家庭的分裂、不穩定與改變，很容易影響孩子學業表現（Potter, 2012）。此外，Regnerus（2012）訪談2988名18-39歲的年輕人，將受訪者分成八種家庭類型，就40項與社會、情感及人際關係相關的項目進行研究。研究結果顯示，異性戀雙親家庭養育的子女在不同方面皆呈現較好的結果，女同志家庭的子女在許多項目上是八種家庭類型中結果最差的。

二、同性父母潛移默化其子女開放同性關係。

研究指出，6位由女同志所養育的成人子女（5女1男）表示自己跟同性有過性關係，而由異性戀母親所養育的成人子女則沒有。而且女同志所養育的女兒，對同性戀行為很開放（引自Gartrell, Bos, & Goldberg, 2011）。研究顯示，女同志父母對於子女的性別角色，比異性戀父母更開放（Fulcher et al, 2008；引自Goldberg, Kashy, & Smith, 2012），因為同志比較不會用社會刻板印象規範孩子。如Fulcher、Sutfgin與Patterson （2008）研究得到的結論，父母的態度與行為比父母本身的性傾向，在孩子的性別發展上具有更大影響力（引自Tasker, 2010）。我個人以為，同志婚姻的結構只有單一性別，子女比較少均衡學習男女兩性角色的機會，所以孩子的人際關係，有可能比較拘泥於同性之間。

三、同性父母影響子女認定其性別傾向。

Regnerus（2012）訪談2988名成人子女，發現女同志家庭的子女（介於18-39歲）比較少認為自己是異性戀（69％，所有類型中最低），男同志家庭的子女為第二低（71％），原生雙親家庭之成人子女則有九成（90％）認定自己是異性戀者。甚至同志家庭養育的女兒在性伴侶（不分男女）數量，都比異性戀雙親家庭的女兒多。由此可知無論是成人子女、或青少年子女，同性父母對於子女認定其性別傾向，均具重要影響力！

參、社會秩序
一、同志家庭子女受到不當性接觸比例偏高。

根據Regnerus（2012）的研究， 23%的女同志家庭子女表示有被父母或照顧者以性的方式碰觸、強迫碰觸，或強迫發生性關係；同樣的事情在異性戀雙親家庭中只有2%。31%女同志家庭的女兒表示與父母或照顧者，有過性接觸或遭受性侵；異性戀家庭的女兒是3%。更誇張的是有48%女同志家庭的女兒及52%男同志家庭的女兒表示，曾經被強迫發生性行為！這似乎跟同志性生活比較複雜有關，為了保障孩子的安全，我認為不該讓同志藉由收養等方式養育兒女！

二、同志家庭之子女較常有不良或犯罪行為。

依據Regnerus（2012）的研究成果，同志家庭的子女有比較多抽菸情況、比較常被逮捕，同時也犯下比較多的罪，妨礙社會治安。以上所有的研究都顯示同志家庭環境不利孩子身心健康成長。

三、女同志家庭之女兒成為雙性戀的機率較高。

Gartrell、Bos與Goldberg （2011）研究發現在女同志家庭中，青少女比起青少年更加明顯認定自己是雙性戀。而在同志家庭長大的青少女比起異性戀雙親的青少女，更可能跟同性發生性行為、使用緊急的避孕措施。可見在女同志家庭成長很可能使年輕人罹患性病的狀況惡化，非婚生子墮胎狀況增加，並且加速性氾濫，有害社會善良風俗。",1,2018-11-17T02:45:33.336Z,2018-11-17T02:45:33.336Z,2018-11-17T02:45:33.364Z,258d0c9a95860294bf7463a7761e2fd0d94dcf6c9ae65f463c2a9be232b29dd5,RUMORS_LINE_BOT,LINE
13a08v1oevzjs,TEXT,NORMAL,"20:30 charlene 剛剛跟友人聊到同性戀  他說  很多外國人知道台灣的健保是又便宜又好
20:32 charlene 所以 同性戀者一旦知道台灣支持同性戀  會大量湧入台灣 外國的醫療都很貴 現在 我們立法支持 以後將要付出更重的健保負擔
20:33 charlene 你願意嗎? 要不要考慮看看?",1,2018-11-16T09:14:30.947Z,2018-11-16T09:14:30.947Z,2018-11-16T09:14:31.008Z,df093c081f10401919b000a73041352a4434480e40d735ae0716b1eeb9c66aaf,RUMORS_LINE_BOT,LINE
7cogmeh8mcz7,TEXT,NORMAL,幸福盟三公投提案過關　段宜康促年底投票前完成同婚修法 - https://kairos.news/103810,1,2018-04-19T00:20:20.006Z,2018-04-19T00:20:20.006Z,2018-04-19T00:20:20.022Z,36f3aa22432c8393f254eb07a47805446b8fcc99f2f85219c0b5865159bd480a,RUMORS_LINE_BOT,LINE
22edimopgu2ni,TEXT,NORMAL,"【緊急聲明 鄭重呼籲】

最近有同志刻意更改公投書的號碼及內容，錯誤的訊息已讓選民無所適從，在此提醒網友，千萬不要被同志朋友誤導了！
https://youtu.be/7e7gRjYVJHg
※公投必須行使，方能保障自己的權益※

下周公投
13題×
14題×
15題×
皆不同意
針對  為何公投第12條要蓋『同意』

我們先來了解
(如果同性專法成立)的意義是什麼？

所謂專法：是針對某些『特定族群』
適用於，在法律上承認
適用此專法身份者

但是，並不適合
用於全體國民
就是因為同志團體不願意設置專法
他們認為那是：人權歧視法
他們最主要的目的是要【修改民法】

但是，一旦修改民法之後,就適用於全民，會造成價值觀的混淆，同婚者會與一般正常婚姻者相同。
所有的權益、義務與之正常人一般無異。
而造成法律上對於之正常婚姻的價值觀(定義上)的扭曲

在世界各國，幾乎都是設置(專法)
保障這些特定族群的權益

所以，公投第十二條必須
『同意』設置專法
若『不同意』將動搖民法
如此一來會造成民法修正案、改變民法親屬篇
將來則覆水難收

父不父
子不子
倫理違常將由此而來

如果是專法、它只能是補強法案，不會危害到全民的利益

附註

民法稱為：母法
而專法叫：子法

子法絕對不能凌駕在民法之上

要先保障我們的民法

因為，未來的專法
還很有的((灰))
(因為在特定的年限，以及未來不確定的政黨輪替下、、、)

請大家為了下一代的孩子
堅決捍衛民法親屬篇
絕對不得更改修改民法

公投12條，是主張不修改民法（原民法規範的一夫一妻）而另立他法保障同婚。所以12條也是愛家聯盟所提的法案，要""同意""

另立他法（無損民法）是滿足那些同志婚姻的訴求。
若修改民法，則亂了綱紀與倫常。

同志保障只能適用於
同性專法
感恩大家",4,2018-11-24T03:02:04.185Z,2018-11-24T03:02:04.185Z,2018-11-24T05:55:36.222Z,1e1493270d9821eba29081f2d486068b65e0ab8dd61daf21a5bb27ed9d5c098d,RUMORS_LINE_BOT,LINE
81gzvhyxuqrb,TEXT,NORMAL,"孕嬰博覽會？蔡英文政府挺同挺到這個地步？這什麼鳥事啦😠😠😠

【「物化嬰兒」的同志運動】(2018/11/14)

原來這就是執政黨所說的「粉紅經濟」？！

因為政策已定，而反對者過多，為了「貫徹上意」，所以中選會連法院裁決都可以無視？

「孕嬰博覽會」，活脫脫是一場把嬰兒當商品販售的展示秀，讓人好似回到200多年前蓄奴合法的年代──人們可以在販賣人口的場子裡檢選、購買滿意的奴隸。

在某些國家，商業代孕是仲介人口的重罪，台灣居然偷偷放行？(註)

即便連同婚合法的法國，針對同志代孕都不敢專斷獨行，執政黨憑什麼？
台灣還算是個「民主」國家嗎？

號稱平權運動，不過只是一場商賈與政客的互惠盤算，骨子裡根本沒把人當人看。
#怒不可遏
http://www.menhavingbabies.org/surrogacy-seminars/taipei/chinese-traditional/index.html",1,2018-11-17T23:55:24.030Z,2018-11-17T23:55:24.030Z,2018-11-21T02:45:34.303Z,3e2325d09486229aafa1beb5c9f4c9b6b1194e288391532e5c2f7043c81f67de,RUMORS_LINE_BOT,LINE
2uhspguthe0g4,TEXT,NORMAL,"《  誰跟你是「自己人」啊？！》

胡志強：台中花博原本就是規劃活動期間，「台中市民免費」入園。

現台中市府：違反「使用者付費」原則。

既然是要推國際化，也特地花了大把鈔票到日本去做宣傳了…
回過頭面對在地的台中人，就非得要如此的斤斤計較嗎？

既然只想要台中市民幫忙衝高 “花博營業額”，好去圖利只負責售票，卻能大賺暴利的 “三立”…

林佳龍是把誰當成「自己人」？
這下…
台中市民心裡更清楚了！

https://udn.com/vote2018/story/10958/3431884
-------------------

《「膽大妄為」的台中市政府！》

台中「花博招標契約」乃按照「行政院公共工程委員會」的契約範本內容所編製。
但卻唯獨漏列了第71條，同時也違背了「政府採購法」第65條的「得標廠商應自行履約，勞務契約不得轉包」這一項規定。等於是替「三立電視」大開方便之門，使其得以當 “統包” 而「為所欲為」再賺一手！

台中市政府與三立電視公司簽訂了這樣的一份 “私相授受契約”，就對外四處宣揚說成是 “一切合法” ！？

https://youtu.be/v6_g7GPh3RU
-------------------

若按照台中市政府的辯解，所有事務都必須符合「大眾公義」精神，所以也必須要做到「使用者付費」，才得以伸張公義！

那麼，林佳龍所 “鍾愛且支持” 的「同性婚姻與同志教育」，這些都屬於台灣社會的「極小眾私人癖好事務」，為何又要全台絕對多數的民眾來共同負擔其所衍生的「愛滋病納入健保全額給付項目」呢？

不是要講求「公義」嗎？
不是要「使用者付費」嗎？

你們家的小孩希望被教育成「同志」，又為何要拿全國老百姓的納稅錢去印製 “教導接納並成為同志” 的教課書呢？

台中市政府，是該好好解說一下，什麼叫做「使用者付費」了吧？！

別再推給「中央」哦！
林佳龍，跟現在的執政團隊，都同樣是民進黨籍，「中央團隊」也都來林佳龍的造勢場合幫忙站台了。

「使用者付費」，在台中市民逛花博與愛滋病患者由健保給付，這兩件事上面，台中市政府是如何區分「使用者付費」的定義呢？
",1,2018-11-08T02:22:18.281Z,2018-11-08T02:22:18.281Z,2018-11-08T02:33:57.523Z,d23fd33e8853bf7eb34407150e7a88dcf718058db6c2b9069d504d4e11685877,RUMORS_LINE_BOT,LINE
3rnlox5v1ntu0,TEXT,NORMAL,"https://www.youtube.com/watch?v=AA7VMhfJw4c

同性戀真的違反自然嗎？@@

有人說同性戀不符合自然界的定律，
但其實自然界不但也有同性戀和雙性戀，
而且還有許多是大家從小就耳熟能詳的動物噢 !

牠們究竟是何方神聖呢? 有因此瀕臨絕種或是被同胞們排擠嗎 ?
讓我們一起來一探究竟吧 ~",1,2018-12-01T11:20:53.320Z,2018-12-01T11:20:53.320Z,2018-12-01T11:20:53.380Z,ecf65dfd6c9b01568b83473dc045f23149a4cb8b7e1c4ee3e5af01800b1a5e68,RUMORS_LINE_BOT,LINE
2065ab0jrerte,TEXT,NORMAL,"【愛同不挺同，包容不縱容】

    保護下一代，遠離愛滋。

愛滋病毒感染不單單是同性戀者，而是性行為氾濫的結果。

但是因為同性戀者為了刺激，達到性可以得到滿足，普遍用毒品來增加性滿足比率非常高。

這都是增加愛滋病毒感染的機會，我們反對的是性泛濫，而不是全都歸到同性戀問題。

我們堅持反對，一些利用同性議題來達到性解放的有心人士。

這支愛滋病防治影片，也提到保險套只有80%的保護率，請上去按個讚並分享。

https://youtu.be/Nha-QE_wN3I

《選對立委，改變台灣》

合一行動聯盟 政黨之友
https://line.me/R/ti/p/%40united153",1,2018-12-03T07:53:07.889Z,2018-12-03T07:53:07.889Z,2018-12-03T07:53:07.909Z,128388fe6775c7e0c70bfb10c207ac659840249ad07a4bf3f1d1b36b5fdf4d3b,RUMORS_LINE_BOT,LINE
1eokvj9np0f1y,TEXT,NORMAL,"許多人不清楚為什麼要設立⓬號公投的重要性～

1.為什麼愛家公投要推12案 ?
起因於2016年11月8日，執政黨以多數控制的立法院一讀通過《民法》親屬草案，已初審通過，全案送朝野協商。
並於2017年5月24日，司法院公布釋字第748號解釋文，宣布現行《民法》未保障同性婚姻自由及平等權已屬違憲，要求行政和立法機關兩年內完成相關法律之修正或制定，以保障同性婚姻的權利，成為亞洲首例(明年5月24日滿二年會自動生效)
 
★因為大法官釋憲2019年5月24日台灣同性婚姻⋯⋯⋯ [會自動生效]
 #詳情:請上網搜詢維基百科---台灣同性婚姻

2.為什麼愛家---⓬案要蓋  [同意]  ?
★因大法官釋憲確定明年5月台灣同性婚姻自動生效〜

所以逼得人民只能選擇修改【民法】和【專法】2選1
    〜若不立專法就等同於要修民法婚姻了〜

3.公投⓬蓋 --【同意】的重要性〜

要【同意】以【民法婚姻規定以外之其他形式】
來保障同性別二人經營永久共同生活的權益
 ★  (才不會動搖原本民法婚姻的保障及規範)

維護孩童教育和民法婚姻❿⓫⓬請蓋-[同意]

#14.15請蓋不同意～",1,2018-11-19T16:34:08.911Z,2018-11-19T16:34:08.911Z,2018-11-19T16:34:08.962Z,f14d8cc5c20296347b38ce12605a81612a5209afafd2c58c301c79fdad9d5c9c,RUMORS_LINE_BOT,LINE
2yhg0glcg0ynl,TEXT,NORMAL,"第十一條並不是反對性平教育，性平教育還在，只是在國中小階段先排除同性戀這個區塊（不適當的教材或影片），等大一點才教。如果同意的話就蓋同意。

第15點就是從國小就要在性平教育中放入同性戀，裡面包含了什麼教材或影片就是我們未知的。如果認同才蓋同意。

這二條公投案基本上是相反的，所以必定會有一個同意一個不同意。",1,2018-11-21T14:38:01.071Z,2018-11-21T14:38:01.071Z,2018-11-21T14:38:01.133Z,389caeb2116b961b893eea3abb9411a5700b7e0812b58743a7aeeb33eac63edb,RUMORS_LINE_BOT,LINE
